SRCID,IntDate,Mode,ORDER,A1,A2,A2_oth,A3,A4_order,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B3,B4,B6_order,B6a,B6b,B6c,B6d,B6e,B6f,B6g,B7,V1,V2_1_C1_Name,V2_2_C1_Name,V2_3_C1_Name,V2_4_C1_Name,V2_5_C1_Name,V2_1_C1_Age,V2_2_C1_Age,V2_3_C1_Age,V2_4_C1_Age,V2_5_C1_Age,V2_1_C1_Emp,V2_2_C1_Emp,V2_3_C1_Emp,V2_4_C1_Emp,V2_5_C1_Emp,V2_1_C1_Occ,V2_2_C1_Occ,V2_3_C1_Occ,V2_4_C1_Occ,V2_5_C1_Occ,V2_1_C1_OccCat,V2_2_C1_OccCat,V2_3_C1_OccCat,V2_4_C1_OccCat,V2_5_C1_OccCat,V2_1_C1_Rate,V2_2_C1_Rate,V2_3_C1_Rate,V2_4_C1_Rate,V2_5_C1_Rate,V2_1_C1_Care,V2_2_C1_Care,V2_3_C1_Care,V2_4_C1_Care,V2_5_C1_Care,V2_1_C1_Health,V2_2_C1_Health,V2_3_C1_Health,V2_4_C1_Health,V2_5_C1_Health,V2_1_C2_Name,V2_2_C2_Name,V2_3_C2_Name,V2_4_C2_Name,V2_5_C2_Name,V2_1_C2_Age,V2_2_C2_Age,V2_3_C2_Age,V2_4_C2_Age,V2_5_C2_Age,V2_1_C2_Emp,V2_2_C2_Emp,V2_3_C2_Emp,V2_4_C2_Emp,V2_5_C2_Emp,V2_1_C2_Occ,V2_2_C2_Occ,V2_3_C2_Occ,V2_4_C2_Occ,V2_5_C2_Occ,V2_1_C2_OccCat,V2_2_C2_OccCat,V2_3_C2_OccCat,V2_4_C2_OccCat,V2_5_C2_OccCat,V2_1_C2_Rate,V2_2_C2_Rate,V2_3_C2_Rate,V2_4_C2_Rate,V2_5_C2_Rate,V2_1_C2_Care,V2_2_C2_Care,V2_3_C2_Care,V2_4_C2_Care,V2_5_C2_Care,V2_1_C2_Health,V2_2_C2_Health,V2_3_C2_Health,V2_4_C2_Health,V2_5_C2_Health,V2_1,V2_2,V2_3,V2_4,V2_5,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E2,E3,E20a,E20b,E5,E18,E19,E6,E7,E8,E10,E11a,E12,E13,E14,E15_1,E15_2,E15_3,E15_4,E15_5,E15_DK,E15_REF,E16,E17,DUM1,DUM2,DUM3,GINTRO2_GINTRO3_Order,C_SETS_Selected01,C_SETS_Selected02,C_SETS_Selected03,C_SETS_Selected04,C_SETS_Selected05,C_SETS_Selected06,C_SETS_Selected07,C_SETS_Selected08,C_SETS_Selected09,C_SETS_Selected10,C_SETS_Selected11,C_SETS_Selected12,C_SETS_Selected13,C_SETS_Selected14,C_SETS_Selected15,C_SETS_Selected16,C_SETS_Selected17,C_SETS_Selected18,C_SETS_Selected19,C_SETS_Selected20,C_SETS_Selected21,C_SETS_Selected22,C_SETS_Selected23,C_SETS_Selected24,C_SETS_Selected25,C_SETS_Selected26,C_SETS_Selected27,C_SETS_Selected28,C_SETS_Selected29,C_SETS_Selected30,C_SETS_Selected31,C_SETS_Selected32,C_SETS_Selected33,C_SETS_Selected34,C_SETS_Selected35,C_SETS_Selected36,Set_Order_txt,Attribute_Lst_Order,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,C_Loop_1_C_SET,C_Loop_2_C_SET,C_Loop_3_C_SET,C_Loop_4_C_SET,C_Loop_5_C_SET,C_Loop_1_C_Order_txt,C_Loop_2_C_Order_txt,C_Loop_3_C_Order_txt,C_Loop_4_C_Order_txt,C_Loop_5_C_Order_txt,C_Loop_1_C1,C_Loop_2_C1,C_Loop_3_C1,C_Loop_4_C1,C_Loop_5_C1,C_Loop_1_C1_Employment,C_Loop_2_C1_Employment,C_Loop_3_C1_Employment,C_Loop_4_C1_Employment,C_Loop_5_C1_Employment,C_Loop_1_C1_Inequality,C_Loop_2_C1_Inequality,C_Loop_3_C1_Inequality,C_Loop_4_C1_Inequality,C_Loop_5_C1_Inequality,C_Loop_1_C1_Borders,C_Loop_2_C1_Borders,C_Loop_3_C1_Borders,C_Loop_4_C1_Borders,C_Loop_5_C1_Borders,C_Loop_1_C1_COVID_infections,C_Loop_2_C1_COVID_infections,C_Loop_3_C1_COVID_infections,C_Loop_4_C1_COVID_infections,C_Loop_5_C1_COVID_infections,C_Loop_1_C1_Mental_health,C_Loop_2_C1_Mental_health,C_Loop_3_C1_Mental_health,C_Loop_4_C1_Mental_health,C_Loop_5_C1_Mental_health,C_Loop_1_C1_Social_isolation,C_Loop_2_C1_Social_isolation,C_Loop_3_C1_Social_isolation,C_Loop_4_C1_Social_isolation,C_Loop_5_C1_Social_isolation,C_Loop_1_C2,C_Loop_2_C2,C_Loop_3_C2,C_Loop_4_C2,C_Loop_5_C2,C_Loop_1_C2_Employment,C_Loop_2_C2_Employment,C_Loop_3_C2_Employment,C_Loop_4_C2_Employment,C_Loop_5_C2_Employment,C_Loop_1_C2_Inequality,C_Loop_2_C2_Inequality,C_Loop_3_C2_Inequality,C_Loop_4_C2_Inequality,C_Loop_5_C2_Inequality,C_Loop_1_C2_Borders,C_Loop_2_C2_Borders,C_Loop_3_C2_Borders,C_Loop_4_C2_Borders,C_Loop_5_C2_Borders,C_Loop_1_C2_COVID_infections,C_Loop_2_C2_COVID_infections,C_Loop_3_C2_COVID_infections,C_Loop_4_C2_COVID_infections,C_Loop_5_C2_COVID_infections,C_Loop_1_C2_Mental_health,C_Loop_2_C2_Mental_health,C_Loop_3_C2_Mental_health,C_Loop_4_C2_Mental_health,C_Loop_5_C2_Mental_health,C_Loop_1_C2_Social_isolation,C_Loop_2_C2_Social_isolation,C_Loop_3_C2_Social_isolation,C_Loop_4_C2_Social_isolation,C_Loop_5_C2_Social_isolation,G1_1,G1_2,G1_3,G1_4,G1_5,F1_order,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2_order,F2a,F2b,F2c,F3_order,F3a,F3b,F3c,F4_order,F4a,F4b,F4c,F4d,F4e,F4f,F4g,F5a,F5b,F5c,p_state,p_region,p_geography,p_seifa,p_gender,p_age_group,p_age_group_r,d_cob_group,p_citizen,p_lote,p_atsi,p_house_str,p_education,weight,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap
854,12-AUG-2020,1,1,4,1, ,5,"f,e,a,d,b,c",2,2,2,2,2,2,2,1,1,2, ,2,"g,d,b,c,f,a,e",-99,-99,-99,-99,-99,1,1,1,4,21,25,27,5,35,41,22,50,4,27,1,1,1,1,1,5,16,13,8,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,7,28,39,36,14,30,45,55,52,23,1,3,3,3,2,10,0,0,0,0,2,3,3,3,3,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,3,3,3,3,1,1,2,2,2,1,2,1,1,2,6, , , , ,2, , , , ,-99,2, ,4,-99,0,1,0,0,0,0,0,2, ,2,2,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"set34,set6,set2,set8,set11","_1,_4,_5,_6,_2,_3",Employment,COVID infection rate,Mental health,Social isolation,Household’s economic circumstances,Borders,34,6,2,8,11,"{Choice70,Choice34}","{Choice6,Choice42}","{Choice38,Choice2}","{Choice8,Choice44}","{Choice47,Choice11}",70,6,38,8,47,1,1,0,0,0,2,1,0,2,0,0,0,0,1,1,0,0,2,0,2,1,0,0,1,0,1,1,0,1,1,34,42,2,44,11,1,1,0,0,0,2,1,0,2,0,1,1,1,0,0,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,2,"h,f,a,g,b,e,c,d",4,3,2,2,4,2,2,4,"c,b,a",1,1,4,"c,b,a",1,3,2,"g,d,b,c,f,a,e",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.94410897068207,1,3,2,2,2
641,13-AUG-2020,1,1,2,3, ,5,"c,d,b,e,f,a",2,2,2,1,2,2,2,2,2,1, ,3,"b,e,a,d,f,g,c",-99,-99,-99,-99,-99,1,1,1,3,36,12,20,23,33,21,43,37,44,7,1,1,1,1,1,3,5,1,16,33,1,1,1,2,3,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,24,31,1,9,11,48,42,34,11,14,3,3,2,1,1,0,0,0,12,20,3,3,3,2,3,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,4,2,1,1,3,2,-98,2,2,2,2,1,2, , , , , ,1, , , , ,-99,2, ,2,-99,1,0,0,0,0,0,0,2, ,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,"set24,set17,set33,set25,set30","_6,_4,_3,_5,_2,_1",Social isolation,COVID infection rate,Borders,Mental health,Household’s economic circumstances,Employment,24,17,33,25,30,"{Choice24,Choice60}","{Choice53,Choice17}","{Choice33,Choice69}","{Choice61,Choice25}","{Choice30,Choice66}",24,53,33,61,30,1,0,0,0,0,1,2,1,2,0,1,1,0,0,0,0,1,0,0,2,1,0,1,1,1,1,1,1,1,1,60,17,69,25,66,1,0,0,0,0,1,2,1,2,0,0,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,2,"e,d,b,a,g,c,h,f",2,2,1,2,2,1,1,1,"c,a,b",3,3,2,"c,a,b",4,4,3,"b,e,a,d,f,g,c",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.25444897077149,2,1,3,2,2
1806,15-AUG-2020,1,1,2,3, ,4,"e,b,f,d,c,a",2,2,2,1,1,1,2,2,2,1, ,2,"g,e,b,f,c,d,a",-99,-99,-99,-99,-99,1,1,1,3,11,20,29,10,18,19,60,62,41,38,1,3,3,2,3,45,0,0,0,0,3,3,3,3,3,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,12,28,6,16,32,34,15,52,33,30,1,1,1,2,1,7,5,14,0,13,2,1,2,3,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,3,3,4,4,4,4,4,2,2,2,2,1,2,2,2, , , , , ,2, , , , ,-99,4, ,2,-99,1,0,0,0,0,0,0,2, ,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"set2,set3,set8,set17,set21","_6,_4,_1,_2,_5,_3",Social isolation,COVID infection rate,Employment,Household’s economic circumstances,Mental health,Borders,2,3,8,17,21,"{Choice38,Choice2}","{Choice3,Choice39}","{Choice44,Choice8}","{Choice17,Choice53}","{Choice57,Choice21}",38,3,44,17,57,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,39,8,53,21,0,1,0,0,1,0,0,2,2,0,1,1,1,1,1,1,0,0,1,2,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,"g,d,h,f,e,c,b,a",1,1,1,2,2,1,1,1,"b,a,c",3,4,3,"b,a,c",3,3,4,"g,e,b,f,c,d,a",2,2,2,2,1,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.341564112374682,2,3,3,2,2
1432,12-AUG-2020,1,1,2,-99, ,9,"a,b,c,d,e,f",2,2,2,2,2,2,1,-98,-98,2,4,3,"a,b,c,f,e,g,d",-99,-99,-99,-99,-99,1,1,1,4,36,3,5,37,35,12,46,2,17,32,1,1,2,1,1,49,34,0,33,13,3,3,3,3,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,31,18,2,17,21,23,68,16,34,64,1,3,1,1,3,8,0,4,19,0,2,3,1,3,3,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,2, ,4,-99, , , , , , , ,2, ,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"set20,set25,set28,set15,set14","_1,_2,_6,_5,_3,_4",Employment,Household’s economic circumstances,Social isolation,Mental health,Borders,COVID infection rate,20,25,28,15,14,"{Choice56,Choice20}","{Choice25,Choice61}","{Choice64,Choice28}","{Choice15,Choice51}","{Choice50,Choice14}",56,25,64,15,50,1,0,1,0,0,0,2,0,1,1,1,1,0,1,1,2,2,1,0,0,0,0,1,0,0,1,0,1,1,1,20,61,28,51,14,1,0,1,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,1,2,1,1,0,1,1,0,1,0,0,0,2,-98,-98,-98,-98,"g,h,c,b,d,a,e,f",1,1,1,1,2,1,1,2,"a,b,c",2,3,3,"a,b,c",1,1,1,"a,b,c,f,e,g,d",2,2,1,2,1,2,1, , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.338443436402405,1,4, ,2,2
3008,21-AUG-2020,1,2,4,1, ,5,"e,c,b,f,d,a",2,3,3,2,2,3,2,2,2,1, ,3,"b,f,a,c,d,g,e",-99,-99,-99,-99,-99,1,1,1,4,19,39,9,13,16,32,2,40,57,58,1,1,1,3,3,8,2,5,0,0,2,1,1,3,3,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,35,22,26,17,29,39,46,42,22,36,1,1,2,1,1,35,3,0,4,10,3,1,3,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,3,3,3,2,2,1,2,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,2, ,4,-99,1,0,0,0,0,0,0,2, ,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"set30,set16,set17,set2,set21","_2,_5,_1,_3,_6,_4",Household’s economic circumstances,Mental health,Employment,Borders,Social isolation,COVID infection rate,30,16,17,2,21,"{Choice66,Choice30}","{Choice16,Choice52}","{Choice53,Choice17}","{Choice2,Choice38}","{Choice57,Choice21}",66,16,53,2,57,0,1,0,0,1,0,2,2,0,0,1,0,1,1,0,0,2,1,1,0,0,0,0,1,0,0,1,1,1,0,30,52,17,38,21,0,1,0,0,1,0,2,2,0,0,0,1,0,0,1,2,0,0,2,2,1,1,1,0,1,1,0,0,0,1,1,2,1,2,1,"c,b,f,h,g,d,e,a",2,2,2,2,2,2,2,2,"b,c,a",4,4,4,"b,c,a",4,4,4,"b,f,a,c,d,g,e",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.300728768958119,2,3,3,2,2
2737,17-AUG-2020,1,2,2,4, ,7,"c,b,f,a,e,d",4,1,1,2,2,2,2,2,2,1, ,2,"e,a,b,d,c,f,g",-99,-99,-99,-99,-99,1,1,1,4,32,11,40,15,16,41,56,66,47,3,3,3,3,3,1,0,0,0,0,1,3,3,3,3,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,19,13,24,14,39,23,68,60,49,13,1,3,3,1,1,2,0,0,5,11,1,3,3,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,3,1,1,1,1,1,1,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,1, ,4,-99,0,0,0,1,0,0,0,1,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"set21,set12,set3,set17,set18","_5,_6,_3,_2,_4,_1",Mental health,Social isolation,Borders,Household’s economic circumstances,COVID infection rate,Employment,21,12,3,17,18,"{Choice21,Choice57}","{Choice48,Choice12}","{Choice3,Choice39}","{Choice53,Choice17}","{Choice18,Choice54}",21,48,3,53,18,1,0,1,0,0,0,0,0,2,2,1,0,0,1,1,2,0,2,1,1,1,1,0,0,0,1,0,1,1,1,57,12,39,17,54,1,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,2,0,0,2,0,0,1,1,1,0,1,0,0,0,2,1,2,2,1,"e,c,a,b,h,d,g,f",1,1,1,1,1,1,1,1,"c,a,b",1,1,1,"c,a,b",1,1,3,"e,a,b,d,c,f,g",1,2,2,2,1,2,2,4, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.263180475852509,2,4,1,2,2
1864,13-AUG-2020,1,2,4,1, ,6,"b,e,d,a,f,c",2,4,4,1,2,2,2,2,2,1, ,2,"b,f,a,c,d,e,g",-99,-99,-99,-99,-99,1,1,1,4,18,14,15,21,40,25,3,43,56,16,1,1,2,2,1,48,36,0,0,5,3,3,3,3,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,1,11,37,35,3,1,28,59,14,44,52,1,3,1,2,3,41,0,10,0,0,3,3,2,3,3,2,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,3,1,3,3,1,1,1,1,2,2,2,2,2,2,2, ,1,1,2,24, ,1, , , ,-99,2,50,4,-99,1,0,0,0,0,0,0,2, ,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,"set29,set31,set13,set35,set17","_3,_2,_4,_6,_5,_1",Borders,Household’s economic circumstances,COVID infection rate,Social isolation,Mental health,Employment,29,31,13,35,17,"{Choice65,Choice29}","{Choice31,Choice67}","{Choice49,Choice13}","{Choice35,Choice71}","{Choice53,Choice17}",65,31,49,35,53,1,1,1,1,0,0,1,1,2,2,0,1,1,1,1,2,1,2,0,1,0,0,1,1,0,1,0,0,0,1,29,67,13,71,17,1,1,1,1,0,0,1,1,2,2,1,0,0,0,0,1,2,1,1,0,1,1,0,0,1,0,1,1,1,0,2,1,2,2,1,"b,h,d,g,f,c,e,a",2,1,1,1,2,2,2,2,"b,c,a",3,2,3,"b,c,a",1,3,2,"b,f,a,c,d,e,g",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.739372575441994,1,3,1,2,2
1786,13-AUG-2020,1,2,4,1, ,1,"b,c,a,d,e,f",3,3,4,2,2,2,2,2,2,2, ,4,"a,g,b,f,c,e,d",-99,-99,-99,-99,-99,1,1,2,1,1,18,5,32,11,15,39,38,54,2,1,2,3,3,1,6,0,0,0,12,1,3,3,3,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,10,30,7,12,22,31,4,55,3,47,1,2,3,1,1,40,0,0,17,10,3,3,3,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,4,4,4,4,4,4,4,1,2,2,2,2,2,1,2,1,1,1,2,40, ,2, , , ,-99,4,50,4,-99,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"set14,set2,set19,set28,set6","_4,_1,_5,_6,_3,_2",COVID infection rate,Employment,Mental health,Social isolation,Borders,Household’s economic circumstances,14,2,19,28,6,"{Choice50,Choice14}","{Choice2,Choice38}","{Choice55,Choice19}","{Choice28,Choice64}","{Choice42,Choice6}",50,2,55,28,42,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,14,38,19,64,6,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,2,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,2,1,1,"d,g,c,e,a,h,f,b",4,3,3,4,4,2,2,4,"b,a,c",2,3,3,"b,a,c",3,3,3,"a,g,b,f,c,e,d",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.518735037716378,1,3,2,2,2
1542,12-AUG-2020,1,1,4,3, ,8,"b,c,e,f,a,d",3,3,3,2,2,2,1,2,2,2,3,3,"g,e,f,c,a,b,d",-99,-99,-99,-99,-99,1,1,1,4,3,6,22,13,25,59,67,44,37,57,3,3,2,2,3,0,0,0,0,0,3,3,3,3,3,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,34,1,27,18,8,33,16,4,54,25,1,1,2,1,2,5,32,0,17,0,1,3,3,2,3,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2, ,1,1,2,32, ,2, , , ,-99,3,0,1,-99, , , , , , , ,2, ,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"set31,set10,set28,set16,set33","_6,_4,_1,_5,_2,_3",Social isolation,COVID infection rate,Employment,Mental health,Household’s economic circumstances,Borders,31,10,28,16,33,"{Choice67,Choice31}","{Choice10,Choice46}","{Choice64,Choice28}","{Choice16,Choice52}","{Choice69,Choice33}",67,10,64,16,69,1,1,1,1,0,1,0,0,2,1,0,0,0,0,1,2,0,1,2,1,1,0,1,0,0,1,1,1,1,0,31,46,28,52,33,1,1,1,1,0,1,0,0,2,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,"b,c,e,d,g,f,a,h",1,1,1,1,1,1,1,1,"b,a,c",3,3,4,"b,a,c",1,1,3,"g,e,f,c,a,b,d",2,2,2,2,1,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.6860611244862,2,3,2,2,2
1316,12-AUG-2020,1,2,4,4, ,7,"c,e,b,f,a,d",3,2,2,2,2,3,2,2,2,1, ,3,"b,g,d,f,c,a,e",-99,-99,-99,-99,-99,1,1,1,-99,32,15,9,40,3,43,38,49,35,11,1,2,2,1,1,16,0,0,46,7,2,3,3,3,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,13,8,22,36,10,2,54,46,13,37,1,2,2,1,1,32,0,0,4,39,3,3,3,1,3,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,8, , , , ,2, , , , ,-99,2, ,4,-99,1,0,0,0,0,0,0,2, ,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"set23,set17,set20,set26,set14","_1,_3,_2,_4,_6,_5",Employment,Borders,Household’s economic circumstances,COVID infection rate,Social isolation,Mental health,23,17,20,26,14,"{Choice59,Choice23}","{Choice17,Choice53}","{Choice56,Choice20}","{Choice26,Choice62}","{Choice50,Choice14}",59,17,56,26,50,1,0,1,1,0,1,2,0,2,1,1,0,1,0,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,1,23,53,20,62,14,1,0,1,1,0,1,2,0,2,1,0,1,0,1,0,2,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,1,2,1,1,"e,d,f,h,c,a,b,g",1,1,1,1,1,1,1,3,"c,b,a",3,3,2,"c,b,a",2,4,3,"b,g,d,f,c,a,e",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.225408464711316,2,3,1,2,2
250,11-AUG-2020,1,2,4,1, ,5,"c,b,e,d,a,f",2,4,4,2,3,2,2,2,2,1, ,4,"e,f,g,c,d,b,a",-99,-99,-99,-99,-99,1,1,1,4,25,39,12,27,36,27,25,43,6,68,1,1,2,1,3,35,27,0,46,0,3,3,3,3,3,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,21,2,1,40,24,4,5,52,47,39,1,2,2,1,2,40,0,0,4,0,3,3,3,1,3,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,3,3,3,1,1,1,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,4, ,4,-99,1,0,0,0,0,0,0,1, ,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"set24,set30,set8,set11,set17","_2,_1,_6,_4,_5,_3",Household’s economic circumstances,Employment,Social isolation,COVID infection rate,Mental health,Borders,24,30,8,11,17,"{Choice60,Choice24}","{Choice30,Choice66}","{Choice44,Choice8}","{Choice11,Choice47}","{Choice53,Choice17}",60,30,44,11,53,1,0,0,0,0,1,0,2,0,2,0,0,0,0,1,1,2,1,1,1,0,1,0,1,0,0,1,0,0,1,24,66,8,47,17,1,0,0,0,0,1,0,2,0,2,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,2,"a,c,f,h,g,b,e,d",2,1,1,1,1,1,1,2,"c,b,a",5,4,5,"c,b,a",2,4,5,"e,f,g,c,d,b,a",2,2,2,2,1,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.761091957770259,1,3,1,2,2
101,12-AUG-2020,1,2,4,4, ,8,"e,a,c,f,d,b",2,3,1,1,2,1,2,2,2,1, ,2,"b,a,e,c,d,g,f",-99,-99,-99,-99,-99,1,1,2,4,4,15,20,8,28,14,52,39,54,16,1,3,1,1,1,5,0,9,13,4,1,3,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,31,30,18,37,1,4,46,11,5,38,1,1,1,1,1,7,3,6,17,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,3,1,3,1,1,1,1,1,2,2,2,2,1,1,-98,1,2, , ,16, ,2,2,2,3,-99,1,5,4,-99,1,0,0,0,0,0,0,2, ,2,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"set21,set11,set32,set6,set18","_6,_5,_2,_1,_3,_4",Social isolation,Mental health,Household’s economic circumstances,Employment,Borders,COVID infection rate,21,11,32,6,18,"{Choice21,Choice57}","{Choice47,Choice11}","{Choice32,Choice68}","{Choice42,Choice6}","{Choice18,Choice54}",21,47,32,42,18,1,0,1,1,0,0,0,1,1,2,1,1,1,1,1,2,2,2,1,1,1,0,1,1,0,1,1,0,0,1,57,11,68,6,54,1,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,1,0,2,2,2,1,1,"g,e,a,b,f,c,h,d",1,1,1,1,2,1,1,2,"b,a,c",2,2,2,"b,a,c",1,3,3,"b,a,e,c,d,g,f",1,2,2,2,2,2,1,1, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.40908015831375,1,4,1,2,2
