SRCID,Mode,A1,A2,undecided_voter,A3,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B4,B6f,B6g,B7,V1,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E11a,E13,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2a,F2b,F2c,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4F2_agg,opinionated
1798,1,2,"""1""",FALSE,5,2,3,2,1,2,2,2,2,2,1,3,3,2,1,4,3,3,4,3,2,2,2,2,2,2,2,2,1,2,1,3,4,3,2,2,2,2,2,3,3,2,2,2,2,3,3,1,"""1""",0.472222222,FALSE
1799,1,2,"""-98""",TRUE,9,2,3,2,2,2,2,2,2,2,2,2,5,5,2,3,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,4,2,1,1,1,1,1,1,3,1,3,2,1,4,3,1,"""1""",0.416666667,FALSE
1800,1,2,"""96""",FALSE,8,3,2,3,2,2,2,2,2,2,1,3,1,2,1,4,3,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,2,2,1,2,2,4,2,3,"""3""",0.5,TRUE
1801,1,4,"""6""",FALSE,4,3,2,3,2,2,2,1,1,1,1,3,4,4,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,2,2,1,2,2,2,3,3,3,2,3,1,1,"""1""",0.166666667,FALSE
1802,1,2,"""4""",FALSE,7,2,3,2,1,2,2,1,2,2,1,2,2,3,1,4,3,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,3,3,4,2,2,1,1,"""1""",0.305555556,FALSE
1803,1,4,"""1""",FALSE,5,3,4,3,2,2,2,2,2,2,1,2,2,1,1,1,3,3,3,3,2,3,4,1,2,2,2,2,2,1,2,2,4,3,2,1,1,2,2,1,3,2,3,3,1,4,1,1,"""1""",0.305555556,FALSE
1805,1,2,"""-99""",FALSE,8,2,2,2,1,2,1,1,2,2,2,3,5,5,1,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,4,2,3,2,3,3,1,2,3,3,3,2,1,4,3,4,"""4""",0.361111111,FALSE
1806,1,2,"""3""",FALSE,4,2,2,2,1,1,1,2,2,2,1,2,1,1,1,3,3,3,4,4,4,4,4,2,2,2,2,1,2,2,2,4,2,1,1,1,2,2,1,1,1,3,4,3,2,3,3,2,"""2""",0.416666667,FALSE
1807,1,2,"""1""",FALSE,7,2,2,2,2,2,2,1,2,2,1,2,4,4,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,2,2,2,2,3,3,2,2,3,1,"""1""",0.25,FALSE
1808,1,2,"""3""",FALSE,7,3,2,2,2,2,2,2,2,2,2,4,5,5,2,4,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,1,2,2,3,3,3,1,4,2,3,"""3""",0.166666667,FALSE
1809,1,1,"""1""",FALSE,8,2,3,3,2,2,2,2,2,2,1,2,5,4,2,4,3,2,3,3,1,1,1,2,2,2,2,2,1,2,2,1,4,2,1,1,2,2,1,1,2,1,2,2,1,4,2,3,"""3""",0.5,TRUE
1810,1,2,"""3""",FALSE,8,3,3,2,2,4,2,2,2,2,2,3,5,5,1,4,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,4,1,1,1,1,1,1,1,1,2,2,3,2,4,1,4,"""4""",0.388888889,FALSE
1811,1,2,"""3""",FALSE,5,2,1,1,1,2,1,2,2,2,1,3,3,5,2,4,3,3,3,2,1,1,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,"""1""",0.638888889,TRUE
1812,1,4,"""-98""",TRUE,7,3,2,3,2,2,1,2,2,2,1,3,2,5,3,-98,3,2,2,3,1,1,1,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,"""1""",0.472222222,FALSE
1813,1,2,"""1""",FALSE,7,2,2,2,2,2,2,1,2,2,1,2,1,1,1,4,3,2,3,3,3,2,3,1,1,2,2,2,2,1,2,2,4,2,3,2,3,2,1,1,2,3,3,3,2,2,1,2,"""2""",0.166666667,FALSE
1814,1,5,"""3""",FALSE,0,4,2,1,1,1,1,2,2,2,1,3,1,1,1,4,3,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,4,1,2,1,2,2,1,1,2,2,2,2,1,3,1,2,"""2""",0.694444444,TRUE
1815,1,2,"""1""",FALSE,6,2,3,2,3,2,1,2,2,2,2,3,5,5,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,2,2,2,3,3,1,1,3,1,2,2,1,3,1,4,"""4""",0.555555556,TRUE
1816,1,4,"""3""",FALSE,4,3,2,3,3,3,2,2,2,2,2,4,2,2,3,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,4,3,1,1,1,1,1,1,3,2,2,3,1,3,2,2,"""2""",0.333333333,FALSE
1817,1,1,"""1""",FALSE,9,2,3,2,1,1,1,2,2,1,1,2,1,1,1,3,2,1,1,2,1,1,1,1,2,2,2,2,2,1,-98,1,4,1,1,1,1,2,1,1,1,4,2,2,2,3,3,2,"""2""",0.583333333,TRUE
1818,1,2,"""1""",FALSE,7,2,3,2,1,2,2,2,2,2,2,4,5,3,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,1,3,3,4,1,3,3,2,2,2,1,3,1,1,"""1""",0.472222222,FALSE
1819,1,1,"""1""",FALSE,8,2,2,2,1,2,2,2,2,2,2,3,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,2,1,1,1,2,1,1,2,2,2,3,2,3,1,5,"""5""",0.388888889,FALSE
1820,1,4,"""1""",FALSE,5,3,3,4,3,3,2,2,2,2,2,3,5,5,2,4,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,4,4,3,2,2,4,2,2,3,1,3,1,1,4,1,2,"""2""",0.555555556,TRUE
1821,1,2,"""4""",FALSE,5,2,2,2,2,2,1,1,2,2,1,3,1,1,1,3,2,3,1,4,2,4,3,2,2,2,2,1,2,2,2,4,2,1,1,3,3,3,1,1,3,2,3,3,2,3,3,1,"""1""",0.305555556,FALSE
1822,1,2,"""2""",FALSE,7,2,2,3,1,2,2,1,2,2,1,3,1,1,1,4,2,1,3,3,2,1,2,2,2,2,2,1,1,1,2,2,4,3,2,2,2,3,3,2,3,2,2,2,1,4,3,2,"""2""",0.472222222,FALSE
1823,1,2,"""6""",FALSE,6,2,3,3,1,1,1,2,2,2,1,3,5,5,2,4,2,2,1,3,2,1,1,2,2,2,2,2,1,2,2,1,-99,2,1,1,1,1,1,1,2,1,1,2,2,4,3,3,"""3""",0.75,TRUE
1824,1,1,"""1""",FALSE,8,1,2,2,2,2,1,2,2,2,2,2,4,5,2,4,2,4,3,2,4,4,3,2,2,2,2,2,1,2,2,1,4,-98,-98,-98,-98,-98,-98,-98,-98,2,3,2,2,4,3,4,"""4""",0.444444444,FALSE
1825,1,4,"""6""",FALSE,7,2,4,4,3,2,2,2,2,2,2,4,5,5,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,4,2,1,1,1,2,1,1,1,2,3,3,1,4,2,3,"""3""",0.361111111,FALSE
1826,1,2,"""1""",FALSE,7,3,2,1,2,3,1,1,2,2,1,4,1,1,1,3,3,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,"""2""",0.444444444,FALSE
1827,1,2,"""3""",FALSE,6,3,2,3,2,2,2,1,2,1,1,2,1,1,1,4,2,1,2,3,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,"""1""",0.416666667,FALSE
1828,1,2,"""1""",FALSE,6,2,3,3,2,1,1,2,2,2,2,4,5,5,2,4,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,4,3,1,1,2,2,1,2,3,1,2,2,1,3,3,3,"""3""",0.611111111,TRUE
1829,1,4,"""1""",FALSE,8,2,3,3,1,2,2,2,2,2,1,2,5,5,1,4,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,4,2,2,2,2,2,2,1,3,1,2,1,2,4,1,1,"""1""",0.638888889,TRUE
1830,1,4,"""97""",FALSE,6,4,2,3,2,2,1,2,2,2,2,4,2,2,1,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,1,2,2,2,2,1,2,2,4,4,3,1,2,1,1,"""1""",0.444444444,FALSE
1831,1,2,"""1""",FALSE,3,2,3,3,2,2,2,2,2,2,2,3,1,1,2,2,1,2,3,3,1,1,2,1,2,2,2,2,2,1,2,2,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,"""2""",0.416666667,FALSE
1832,1,4,"""4""",FALSE,5,2,2,3,1,2,1,2,2,2,1,3,2,2,1,4,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,4,1,1,2,2,1,1,1,2,2,3,3,2,3,2,3,"""3""",0.361111111,FALSE
1833,1,4,"""-98""",TRUE,3,4,3,3,1,2,2,2,2,2,2,4,2,4,1,4,2,4,2,3,3,2,2,2,1,2,2,1,1,2,2,4,1,2,1,2,2,2,2,1,3,3,3,3,1,3,1,1,"""1""",0.277777778,FALSE
1834,1,5,"""-98""",TRUE,7,4,4,4,2,4,2,2,2,2,2,4,5,5,3,2,2,3,3,2,3,1,2,2,1,2,2,2,2,2,2,3,4,3,3,2,2,2,2,1,3,4,3,3,1,2,2,4,"""4""",0.472222222,FALSE
1835,1,2,"""3""",FALSE,7,2,2,2,2,2,2,2,2,2,1,3,2,2,1,4,3,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,4,2,2,1,2,2,1,1,2,2,3,2,2,1,1,1,"""1""",0.333333333,FALSE
1836,1,2,"""1""",FALSE,8,2,2,2,2,2,3,1,2,2,2,3,5,5,2,3,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,4,3,2,2,1,2,2,2,2,3,2,2,1,1,2,3,"""3""",0.333333333,FALSE
1837,1,4,"""4""",FALSE,8,3,2,2,2,3,1,2,2,2,1,3,1,1,1,4,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,4,4,2,2,1,1,2,"""2""",0.472222222,FALSE
1838,1,2,"""4""",FALSE,5,2,2,2,1,2,2,1,2,2,2,2,1,1,1,4,2,2,4,3,2,2,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,"""2""",0.472222222,FALSE
1839,1,2,"""96""",FALSE,7,2,2,2,2,2,3,1,2,2,1,2,5,5,2,4,2,1,3,2,1,1,1,2,2,2,2,2,1,1,2,1,4,1,1,2,1,2,1,1,2,1,1,1,2,4,1,6,"""6""",0.666666667,TRUE
1840,1,2,"""1""",FALSE,8,3,2,2,1,1,1,1,2,2,1,2,5,5,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,1,2,3,3,3,2,3,3,1,2,2,5,"""5""",0.416666667,FALSE
1841,1,2,"""3""",FALSE,8,3,2,2,2,2,2,2,2,2,2,3,4,1,1,4,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,4,2,2,2,2,1,1,1,2,2,2,2,2,4,1,2,"""2""",0.416666667,FALSE
1842,1,2,"""1""",FALSE,9,2,2,2,2,1,2,2,2,2,1,3,2,2,1,4,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,4,2,1,1,2,2,1,1,2,2,2,2,2,4,3,1,"""1""",0.472222222,FALSE
1844,1,2,"""3""",FALSE,7,4,3,3,2,3,1,2,2,2,1,3,2,2,1,4,3,1,2,2,1,1,1,1,2,2,2,2,2,2,2,3,4,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,"""1""",0.444444444,FALSE
1845,1,2,"""2""",FALSE,10,2,2,2,1,1,1,1,2,2,1,2,2,2,1,4,2,1,2,3,1,1,1,1,2,2,2,2,2,1,-98,2,4,2,1,1,1,1,1,1,1,1,1,2,2,3,2,3,"""3""",0.75,TRUE
1846,1,5,"""3""",FALSE,0,4,3,1,3,4,2,2,2,2,1,1,1,1,1,3,4,5,5,4,3,4,4,2,2,2,2,2,1,1,2,3,1,1,1,1,2,1,2,1,3,3,2,3,1,3,2,2,"""2""",0.416666667,FALSE
1848,1,2,"""4""",FALSE,7,2,2,2,2,2,1,1,2,2,2,3,5,5,2,3,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,4,2,1,2,2,2,2,1,2,2,3,2,2,3,2,4,"""4""",0.388888889,FALSE
1849,1,2,"""6""",FALSE,9,2,3,3,2,2,2,2,2,2,2,4,5,5,2,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,3,2,2,2,3,2,2,2,2,2,2,2, , ,3,"""3""",0.416666667,FALSE
1850,1,4,"""3""",FALSE,7,3,2,2,1,2,2,1,2,2,1,3,3,4,1,4,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,1,1,2,1,1,2,2,2,2,1,4, ,8,"""8""",0.472222222,FALSE
1851,1,4,"""3""",FALSE,5,4,2,2,1,2,1,2,2,2,2,3,4,4,2,3,3,3,3,3,2,3,2,1,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,3,2,1,2,3,3,"""3""",0.5,TRUE
1852,1,4,"""3""",FALSE,7,4,2,4,1,1,1,1,2,2,1,2,2,2,1,4,3,1,3,2,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,2,1,1,1,3,2,3,2,2,1,1,1,"""1""",0.611111111,TRUE
1853,1,2,"""3""",FALSE,8,2,2,2,1,1,1,1,2,2,1,3,3,4,2,3,3,1,2,1,1,1,1,1,2,2,2,2,2,1,2,3,2,1,1,2,2,1,1,1,2,3,3,3,2,2,3,1,"""1""",0.333333333,FALSE
1854,1,2,"""1""",FALSE,8,2,2,1,2,2,2,2,2,2,1,3,5,5,1,4,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,4,2,2,2,2,2,2,2,2,2,3,2,2,2,1,5,"""5""",0.388888889,FALSE
1855,1,2,"""1""",FALSE,6,1,1,1,1,1,1,2,2,2,1,3,1,1,1,3,3,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,4,2,2,3,3,3,2,2,3,4,3,4,1,2,1,1,"""1""",0.666666667,TRUE
1856,1,4,"""4""",FALSE,7,3,3,2,2,3,2,1,2,1,1,3,4,4,1,4,3,3,3,3,2,2,2,1,1,2,2,2,2,1,2,3,4,1,1,2,1,2,2,2,3,3,4,3,1,1,3,5,"""5""",0.25,FALSE
1857,1,2,"""1""",FALSE,7,2,2,1,2,1,3,2,2,2,1,2,2,2,1,4,3,2,3,2,1,1,1,2,2,2,2,1,1,2,2,3,4,2,1,1,1,2,1,1,2,2,2,3,2,4, ,1,"""1""",0.444444444,FALSE
1858,2,5,"""3""",FALSE,4,3,3,3,2,4,2,2,2,2,2,3,5,5,2,3,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,4,1,1,1,1,2,1,2,2,3,3,3,1,3, ,1,"""1""",0.222222222,FALSE
1859,1,2,"""1""",FALSE,8,2,2,3,2,2,2,2,2,2,1,3,1,1,1,4,3,2,3,2,1,1,3,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,"""2""",0.333333333,FALSE
1860,1,5,"""1""",FALSE,10,2,3,3,2,2,1,1,2,2,2,3,4,4,2,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,4,2,2,1,2,1,1,1,3,3,3,2,2,1,8,"""8""",0.222222222,FALSE
1861,2,2,"""3""",FALSE,6,3,3,2,3,3,2,2,2,2,1,2,5,5,2,4,4,4,2,5,3,4,4,2,2,2,2,1,1,1,2,2,4,2,1,1,1,1,1,1,1,3,3,2,1,3,3,3,"""3""",0.25,FALSE
1862,2,1,"""1""",FALSE,10,1,1,1,1,2,1,2,2,2,1,2,1,1,1,4,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,4,1,1,1,1,4,3,2,"""2""",0.944444444,TRUE
1863,1,2,"""-98""",TRUE,10,1,1,1,1,1,1,2,2,2,1,2,3,4,2,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,3,4,2,2,2,2,2,2,2,2,3,3,3,2,1,1,1,"""1""",0.5,TRUE
1864,1,4,"""1""",FALSE,6,2,4,4,1,2,2,2,2,2,1,2,1,1,1,4,3,1,3,3,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,1,1,2,2,2,2,3,2,3,1,3,1,2,"""2""",0.416666667,FALSE
1865,1,2,"""1""",FALSE,3,3,2,3,1,1,1,2,2,2,2,3,1,1,1,4,2,1,2,2,1,3,1,1,2,2,2,2,2,1,2,2,4,2,2,2,3,2,1,1,3,4,3,4,2,2,2,2,"""2""",0.5,TRUE
1866,1,2,"""3""",FALSE,7,3,2,2,1,3,2,1,2,2,1,3,4,4,2,4,3,2,3,3,2,1,2,1,2,2,2,2,2,1,2,2,4,1,1,1,1,2,1,1,2,3,3,3,1,1,2,3,"""3""",0.222222222,FALSE
1867,1,2,"""1""",FALSE,8,2,3,2,2,2,2,1,2,2,2,3,5,5,1,4,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,4,2,1,1,1,1,1,1,2,2,3,2,2,3,1,4,"""4""",0.333333333,FALSE
1868,1,2,"""3""",FALSE,8,2,2,1,2,1,2,1,2,2,1,3,1,1,1,4,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,4,3,3,1,2,2,2,1,1,2,2,1,1,2,1,2,"""2""",0.611111111,TRUE
1870,2,2,"""2""",FALSE,8,1,2,1,2,2,1,2,2,2,2,3,4,4,2,3,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,4,2,2,2,1,2,1,2,3,2,1,2,1,4, ,1,"""1""",0.666666667,TRUE
1871,1,2,"""4""",FALSE,8,3,2,3,1,1,1,2,2,2,1,2,1,1,1,3,2,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,4,2,3,2,2,2,1,1,3,2,3,2,2,3,3,2,"""2""",0.5,TRUE
1872,1,2,"""3""",FALSE,6,2,2,2,2,2,2,2,2,2,2,2,5,5,2,4,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,3,3,4,1,2,2,3,"""3""",0.25,FALSE
1873,1,2,"""-98""",TRUE,7,2,2,3,2,2,1,1,2,2,2,2,1,1,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,2,1,1,1,1,1,1,2,1,1,1,2,3,2,1,"""1""",0.722222222,TRUE
1874,1,2,"""1""",FALSE,7,2,3,3,2,2,2,2,2,2,1,2,3,2,1,3,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,4,2,2,2,2,2,2,2,2,3,3,3,2,4, ,1,"""1""",0.166666667,FALSE
1875,1,1,"""1""",FALSE,10,2,2,2,1,3,1,1,2,2,2,4,3,3,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,"""1""",0.444444444,FALSE
1876,1,4,"""6""",FALSE,8,2,2,3,1,1,1,2,2,2,2,3,5,5,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,4,4,1,1,2,2,2,2,3,1,2,1,1,2,2,3,"""3""",0.75,TRUE
1877,1,4,"""3""",FALSE,6,3,2,2,2,2,2,2,2,2,1,3,1,1,1,4,3,2,4,2,1,1,1,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,2,1,2,3,4,3,2,2,1,2,"""2""",0.25,FALSE
1878,1,2,"""1""",FALSE,9,2,2,2,2,2,2,2,2,2,1,3,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,4,1,1,1,1,2,1,1,1,2,3,2,1, ,1,7,"""7""",0.333333333,FALSE
1879,1,1,"""1""",FALSE,9,2,2,2,2,2,1,2,2,2,1,4,3,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,"""3""",0.472222222,FALSE
1880,1,1,"""3""",FALSE,10,4,1,1,1,1,1,2,2,2,2,4,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,"""3""",1,TRUE
1881,1,2,"""1""",FALSE,5,1,2,1,1,1,2,2,2,2,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,4,2,2,2,2,2,1,1,3,2,4,2,1,2,1,2,"""2""",0.638888889,TRUE
1882,1,1,"""1""",FALSE,7,1,1,1,1,1,1,2,2,2,1,3,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,4,1,2,"""2""",1,TRUE
1883,1,2,"""1""",FALSE,7,2,3,2,2,2,2,2,2,2,1,3,5,3,3,4,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,2,1,2,2,2,1,3,3,3,3,1,4,2,1,"""1""",0.166666667,FALSE
1884,1,2,"""3""",FALSE,7,3,2,2,2,2,1,2,2,2,2,4,5,5,2,4,2,2,3,3,2,2,2,1,1,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,3,1,1,1,6,"""6""",0.388888889,FALSE
1885,1,4,"""4""",FALSE,3,3,2,3,2,3,2,2,2,2,1,3,1,2,1,4,1,3,3,3,1,2,1,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,2,1,2,3,3,3,1,1,1,3,"""3""",0.166666667,FALSE
1886,1,1,"""3""",FALSE,9,2,1,1,1,2,1,2,2,2,1,3,5,5,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,2,1,1,2,1,1,1,1,1,1,2,4,3,3,"""3""",0.888888889,TRUE
1887,1,5,"""1""",FALSE,2,3,3,3,3,2,2,2,2,2,1,1,5,3,3,1,5,5,5,5,5,5,4,1,2,2,2,2,2,1,1,4,1,1,1,1,2,1,1,1,3,2,3,2,2,2,2,1,"""1""",0.333333333,FALSE
1888,1,2,"""4""",FALSE,2,3,3,2,2,2,2,2,2,2,1,3,1,1,1,4,5,4,5,5,4,5,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,3,3,3,1,1,2,2,"""2""",0.166666667,FALSE
1889,1,2,"""1""",FALSE,8,2,2,1,1,1,1,2,2,2,1,2,3,3,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,2,1,3,2,1,1,2,1,2,2,2,4,1,1,"""1""",0.722222222,TRUE
1890,1,2,"""1""",FALSE,7,2,3,2,2,2,1,2,2,2,1,2,1,1,1,3,3,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,4,4,2,2,1,2,3,3,3,4,3,3,1,3,1,2,"""2""",0.305555556,FALSE
1891,1,2,"""1""",FALSE,9,1,2,1,1,2,1,2,2,2,1,2,4,4,1,3,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,1,1,2,1,1,3,2,2,2,2,3,1,1,"""1""",0.638888889,TRUE
1892,1,4,"""3""",FALSE,8,3,3,3,2,2,1,2,2,2,1,3,5,5,2,2,3,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,4,1,1,1,2,1,1,1,2,2,2,2,1,2,1,4,"""4""",0.472222222,FALSE
1893,1,4,"""4""",FALSE,4,4,2,2,2,2,1,2,2,2,1,3,5,5,2,2,2,4,3,3,3,4,2,2,2,2,1,2,2,1,1,2,4,1,1,1,1,1,1,1,3,3,2,2,1,3,2,5,"""5""",0.444444444,FALSE
1894,1,4,"""3""",FALSE,6,3,2,2,2,2,2,2,2,2,2,3,5,5,2,4,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,4,1,1,1,2,1,2,1,2,2,2,2,2,3,1,4,"""4""",0.416666667,FALSE
1895,1,1,"""1""",FALSE,9,2,2,2,2,2,2,2,2,2,1,3,2,2,2,4,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,4,1,2,1,2,2,2,1,2,2,2,1,1,4,2,1,"""1""",0.5,TRUE
1896,1,2,"""1""",FALSE,7,2,2,2,1,2,3,2,2,2,2,3,3,3,2,4,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,4,2,3,2,3,3,1,2,2,2,2,2,1,3,3,1,"""1""",0.472222222,FALSE
1897,1,4,"""97""",FALSE,9,3,3,3,1,1,1,2,2,2,2,4,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,3,2,2,2,4,1,3,4,1,1,1,2,2,2,2,"""2""",0.833333333,TRUE
1898,1,2,"""-98""",TRUE,8,3,2,1,1,1,1,2,2,2,1,2,1,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,4,1,1,1,2,3,1,1,3,3,3,3,2,2,1,2,"""2""",0.388888889,FALSE
1899,1,2,"""-99""",FALSE,8,2,3,2,2,2,2,2,2,2,1,2,5,3,2,3,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,1,2,1,1,2,2,2,2,3,2,2,3,1,3,"""3""",0.333333333,FALSE
1900,1,2,"""3""",FALSE,6,3,2,3,1,2,2,2,2,2,1,3,4,4,1,4,3,1,1,3,2,1,1,1,1,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,3,3,3,1,2,1,3,"""3""",0.222222222,FALSE
1901,1,-98,"""2""",FALSE,7,2,2,2,2,2,2,2,2,2,2,2,5,5,3,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,3,3,3,2,3,2,2,2,2,2,2,2,2,3,1,"""1""",0.416666667,FALSE
1903,1,2,"""3""",FALSE,4,2,2,1,1,1,2,2,2,2,1,2,4,5,1,1,3,2,4,4,3,1,3,1,2,2,2,2,2,1,2,2,4,1,2,1,2,2,2,2,2,2,3,2,1,3,1,1,"""1""",0.5,TRUE
1904,1,2,"""3""",FALSE,7,3,2,3,2,2,2,2,2,2,1,3,1,1,1,4,2,1,3,2,1,1,1,2,2,2,2,2,1,2,2,2,4,1,2,1,2,2,2,2,2,2,2,2,1,4,1,2,"""2""",0.416666667,FALSE
1905,1,2,"""1""",FALSE,7,2,3,3,2,2,1,2,2,2,2,4,3,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,1,1,1,2,1,1,4,3,3,3,1,2,2,1,"""1""",0.222222222,FALSE
1906,1,2,"""4""",FALSE,6,3,3,2,1,1,1,2,2,2,1,1,1,1,2,4,2,1,3,3,2,1,1,1,2,2,2,2,2,1,2,1,4,1,2,1,3,1,1,1,3,2,2,2,1,3,1,2,"""2""",0.583333333,TRUE
1907,1,2,"""3""",FALSE,6,2,3,2,2,1,2,2,2,2,1,3,1,1,1,4,3,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,4,2,2,2,1,2,1,1,2,4,4,4,2,2,1,2,"""2""",0.472222222,FALSE
1908,1,2,"""-99""",FALSE,7,2,2,1,1,1,1,1,2,1,1,2,4,4,2,3,3,2,3,3,3,2,3,1,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,2,3,2,3,2,2,2,1,4,"""4""",0.555555556,TRUE
